Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Rarely,1274,Research & Development,20,1,Technical Degree,1,142,2,Female,93,4,2,Manager,4,Single,3797,25035,6,Y,No,11,3,2,80,0,28,2,2,8,2,1,2
22,Yes,Travel_Rarely,911,Research & Development,3,1,Medical,1,143,4,Female,35,2,1,Research Director,3,Divorced,4217,21390,0,Y,No,11,3,1,80,0,0,0,3,0,0,0,0
39,Yes,Travel_Rarely,486,Sales,4,1,Marketing,1,144,4,Male,86,2,2,Manager,3,Single,4194,22785,4,Y,Yes,11,3,1,80,1,23,1,3,7,4,0,3
39,No,Travel_Rarely,364,Sales,1,1,Other,1,145,3,Female,98,3,2,Sales Executive,3,Single,5531,14822,6,Y,No,21,3,1,80,0,17,3,4,3,2,0,0
44,No,Travel_Rarely,1412,Research & Development,4,2,Other,1,146,3,Male,72,3,5,Research Scientist,3,Married,20000,11118,4,Y,No,21,3,2,80,2,28,2,3,12,2,1,4
25,No,Travel_Frequently,996,Sales,19,1,Other,1,147,3,Male,54,1,1,Manager,3,Single,3315,6692,3,Y,No,11,3,3,80,2,0,5,3,0,0,0,0
24,No,Non-Travel,705,Research & Development,17,2,Other,1,148,2,Male,84,2,1,Manufacturing Director,4,Single,2413,6068,1,Y,Yes,16,4,3,80,1,3,1,2,0,0,0,0
42,Yes,Travel_Frequently,1162,Research & Development,1,3,Life Sciences,1,149,1,Male,67,3,2,Research Scientist,1,Divorced,3930,22673,6,Y,No,11,3,2,80,0,26,1,4,10,7,2,3
40,Yes,Travel_Rarely,1189,Research & Development,1,2,Medical,1,150,2,Female,68,3,3,Healthcare Representative,1,Divorced,5776,5440,4,Y,No,15,3,4,80,0,17,0,2,4,1,0,1
39,No,Travel_Rarely,1406,Sales,1,2,Marketing,1,151,3,Male,92,4,2,Manager,4,Divorced,6607,10325,2,Y,Yes,11,3,3,80,0,15,2,2,0,0,0,0
40,No,Travel_Rarely,742,Research & Development,20,3,Other,1,152,2,Female,85,2,1,Healthcare Representative,2,Married,1009,13018,4,Y,No,11,4,4,80,1,11,0,2,5,0,1,4
31,Yes,Travel_Rarely,527,Research & Development,23,1,Technical Degree,1,153,2,Male,36,2,2,Research Director,4,Divorced,8609,8467,2,Y,No,11,3,3,80,0,15,3,3,5,2,1,1
39,No,Travel_Rarely,1051,Research & Development,5,1,Life Sciences,1,154,2,Female,80,3,1,Manufacturing Director,3,Single,1622,11570,3,Y,Yes,11,3,3,80,1,23,2,2,12,7,2,1
40,Yes,Travel_Rarely,312,Research & Development,6,3,Life Sciences,1,155,2,Male,77,2,2,Manufacturing Director,1,Divorced,7335,17663,3,Y,No,14,3,2,80,1,14,3,1,6,4,2,2
30,No,Travel_Rarely,1067,Research & Development,11,1,Other,1,156,2,Female,92,4,1,Laboratory Technician,4,Married,1561,7812,0,Y,No,11,3,4,80,0,0,3,4,0,0,0,0
55,No,Travel_Rarely,1002,Sales,10,4,Medical,1,157,4,Male,77,3,4,Sales Executive,2,Divorced,14621,20345,6,Y,No,14,3,4,80,0,27,1,4,5,3,1,3
42,No,Travel_Frequently,1312,Sales,2,2,Medical,1,158,3,Female,66,3,1,Sales Representative,4,Married,2075,21421,2,Y,No,11,4,4,80,3,13,0,3,5,2,1,3
26,Yes,Travel_Rarely,686,Research & Development,15,3,Technical Degree,1,159,4,Female,37,2,4,Research Director,2,Divorced,12397,19579,2,Y,No,11,3,2,80,0,5,6,3,2,1,0,0
43,No,Travel_Rarely,405,Research & Development,3,2,Life Sciences,1,160,2,Female,33,3,2,Manager,3,Divorced,4143,20102,3,Y,No,11,3,3,80,1,22,1,3,1,0,0,0
28,No,Travel_Rarely,1484,Research & Development,4,3,Technical Degree,1,161,2,Male,42,4,4,Research Scientist,3,Divorced,12159,22353,3,Y,No,12,3,3,80,1,12,1,2,2,1,0,0
44,No,Travel_Frequently,254,Human Resources,10,1,Life Sciences,1,162,2,Male,32,3,2,Human Resources,2,Married,6077,24813,5,Y,No,11,3,4,80,0,25,1,3,8,1,0,5
48,No,Travel_Rarely,1162,Research & Development,7,4,Technical Degree,1,163,4,Female,30,4,4,Manager,4,Divorced,14702,15041,5,Y,No,11,3,3,80,1,22,2,3,8,6,2,6
29,No,Travel_Rarely,210,Research & Development,29,2,Life Sciences,1,164,4,Male,42,4,1,Healthcare Representative,3,Married,2554,15857,2,Y,Yes,14,3,3,80,1,0,4,3,0,0,0,0
46,Yes,Travel_Rarely,400,Research & Development,1,1,Other,1,165,2,Male,63,3,2,Healthcare Representative,4,Single,3793,9641,5,Y,Yes,11,3,4,80,0,27,2,4,8,6,2,5
41,No,Travel_Frequently,796,Sales,3,3,Life Sciences,1,166,3,Male,77,3,3,Sales Executive,4,Married,8288,7277,2,Y,Yes,13,3,3,80,2,9,4,4,2,0,0,0
45,Yes,Travel_Rarely,131,Research & Development,3,1,Technical Degree,1,167,2,Male,59,4,1,Research Director,3,Single,3464,9227,3,Y,No,11,3,4,80,1,21,3,3,9,4,4,2
55,Yes,Travel_Rarely,116,Research & Development,4,2,Medical,1,168,3,Male,86,2,2,Research Director,1,Divorced,3656,18278,5,Y,Yes,11,3,1,80,2,28,2,1,13,2,4,0
35,No,Travel_Frequently,1039,Research & Development,1,1,Other,1,169,4,Male,81,2,2,Research Director,3,Single,2417,12595,2,Y,Yes,11,4,3,80,0,10,3,3,5,3,1,2
30,Yes,Travel_Rarely,151,Research & Development,20,3,Other,1,170,3,Male,73,3,4,Manufacturing Director,3,Divorced,9535,17400,3,Y,Yes,13,3,4,80,0,13,3,3,2,0,0,1
29,Yes,Travel_Frequently,906,Research & Development,22,3,Medical,1,171,2,Male,54,4,1,Healthcare Representative,3,Married,2834,9864,3,Y,No,11,3,4,80,1,4,1,2,1,0,0,0
29,No,Travel_Rarely,1389,Research & Development,5,1,Other,1,172,4,Male,50,3,1,Manager,3,Single,5557,5575,2,Y,No,16,4,2,80,1,5,1,1,2,0,0,1
36,No,Travel_Rarely,591,Sales,2,1,Medical,1,173,4,Male,100,2,3,Sales Representative,3,Divorced,7422,18873,5,Y,Yes,22,3,3,80,1,20,1,4,3,1,1,1
40,Yes,Travel_Frequently,389,Research & Development,3,1,Other,1,174,3,Female,73,3,2,Research Scientist,3,Single,6164,3273,4,Y,No,16,4,1,80,2,21,1,1,12,1,4,1
40,No,Travel_Frequently,551,Sales,8,2,Life Sciences,1,175,3,Male,80,3,3,Sales Representative,4,Married,8618,26083,5,Y,No,19,4,1,80,0,23,0,3,2,1,0,0
45,No,Travel_Rarely,185,Research & Development,3,2,Technical Degree,1,176,3,Female,69,2,1,Manager,3,Married,2227,7316,3,Y,No,15,3,1,80,0,8,2,3,4,1,0,3
37,No,Travel_Frequently,1073,Sales,4,2,Medical,1,177,3,Male,85,3,5,Sales Executive,1,Single,15797,25520,5,Y,No,14,3,3,80,1,14,3,2,5,4,0,3
51,No,Travel_Rarely,1014,Research & Development,4,1,Technical Degree,1,178,4,Male,36,3,3,Manufacturing Director,4,Married,5980,25688,4,Y,No,11,4,4,80,2,27,3,2,15,2,4,7
34,No,Travel_Frequently,1312,Research & Development,9,4,Medical,1,179,4,Male,55,3,3,Research Director,3,Married,6843,16341,4,Y,No,18,3,2,80,0,14,1,4,4,3,0,3
63,Yes,Travel_Rarely,710,Research & Development,3,2,Medical,1,180,4,Male,38,4,5,Manager,3,Divorced,13291,23523,8,Y,Yes,12,3,2,80,1,40,3,2,16,7,3,11
43,No,Travel_Frequently,970,Research & Development,1,1,Technical Degree,1,181,2,Female,81,3,3,Manager,3,Single,11763,16466,5,Y,No,11,3,2,80,1,27,0,3,21,6,2,10
29,No,Travel_Rarely,697,Research & Development,6,3,Other,1,182,1,Male,72,4,1,Healthcare Representative,1,Single,3423,16513,4,Y,No,11,4,3,80,1,9,3,3,0,0,0,0
27,No,Travel_Rarely,110,Research & Development,12,1,Medical,1,183,2,Female,96,1,1,Laboratory Technician,3,Married,3613,12088,1,Y,No,11,3,1,80,1,5,1,4,1,0,0,0
42,No,Travel_Rarely,968,Research & Development,1,3,Life Sciences,1,184,3,Female,53,2,3,Healthcare Representative,3,Married,6740,3186,4,Y,Yes,11,4,2,80,0,20,5,3,10,4,2,5
35,Yes,Travel_Rarely,446,Research & Development,1,1,Other,1,185,1,Male,36,3,3,Research Scientist,1,Married,9705,17287,3,Y,No,13,3,2,80,0,19,2,2,3,1,1,1
44,No,Travel_Rarely,317,Research & Development,3,3,Life Sciences,1,186,3,Male,93,3,3,Research Scientist,2,Single,11542,8923,4,Y,No,17,3,2,80,1,21,2,1,3,1,1,2
41,No,Travel_Rarely,796,Research & Development,3,3,Medical,1,187,3,Male,33,4,3,Healthcare Representative,4,Married,6612,18104,3,Y,No,11,3,3,80,1,20,4,2,8,1,5,0
36,No,Travel_Rarely,721,Sales,7,1,Marketing,1,188,4,Female,59,1,2,Sales Executive,3,Divorced,3707,9131,5,Y,No,11,3,2,80,2,12,5,1,7,2,2,3
29,No,Travel_Rarely,165,Research & Development,18,1,Other,1,189,2,Female,30,3,1,Research Director,3,Single,1809,6573,2,Y,No,11,4,2,80,0,10,5,2,1,0,0,0
23,Yes,Travel_Rarely,1181,Sales,14,1,Other,1,190,1,Female,65,3,1,Manager,1,Single,2731,25136,3,Y,Yes,11,3,3,80,0,7,1,3,0,0,0,0
33,Yes,Travel_Rarely,255,Research & Development,2,1,Life Sciences,1,191,3,Male,93,3,2,Manager,2,Married,4080,7536,2,Y,Yes,11,4,3,80,0,11,5,2,3,2,1,1
45,No,Travel_Rarely,348,Sales,6,4,Marketing,1,192,3,Female,96,3,3,Sales Executive,3,Single,7523,16143,3,Y,Yes,11,3,3,80,1,17,2,4,7,6,6,6
39,No,Travel_Rarely,1284,Research & Development,10,2,Medical,1,193,2,Female,71,4,2,Manufacturing Director,3,Married,3296,14988,2,Y,Yes,12,3,3,80,0,11,3,2,2,0,0,0
25,No,Travel_Frequently,312,Research & Development,3,4,Medical,1,194,3,Male,47,3,1,Research Scientist,2,Single,1941,11970,1,Y,No,12,3,4,80,0,1,2,4,0,0,0,0
39,Yes,Travel_Rarely,655,Research & Development,3,4,Medical,1,195,1,Male,48,3,3,Research Scientist,3,Married,7386,9953,3,Y,Yes,11,4,3,80,1,18,5,4,6,2,3,1
41,No,Travel_Rarely,406,Research & Development,5,3,Life Sciences,1,196,3,Male,47,3,3,Research Scientist,3,Married,7315,16769,4,Y,No,12,3,3,80,1,17,2,4,8,4,0,4
29,No,Non-Travel,335,Sales,7,3,Other,1,197,1,Male,69,3,1,Manager,3,Married,1072,8517,4,Y,No,15,3,3,80,0,6,5,2,1,0,0,0
38,No,Travel_Rarely,488,Research & Development,13,3,Other,1,198,3,Female,50,4,3,Research Director,3,Divorced,7710,4851,4,Y,No,14,3,3,80,1,20,2,1,14,8,9,1
38,No,Travel_Rarely,141,Sales,1,4,Life Sciences,1,199,2,Male,60,4,5,Sales Executive,1,Divorced,16794,7776,2,Y,No,11,3,2,80,0,15,2,3,2,1,0,1
26,No,Travel_Rarely,870,Sales,15,2,Marketing,1,200,4,Male,86,4,1,Manager,3,Married,4280,16564,0,Y,Yes,15,3,3,80,0,3,0,2,0,0,0,0
40,No,Travel_Rarely,881,Research & Development,1,3,Other,1,201,1,Male,42,3,4,Laboratory Technician,2,Married,5137,7917,4,Y,Yes,11,3,3,80,0,23,3,3,4,1,2,2
42,No,Travel_Rarely,650,Sales,18,3,Medical,1,202,2,Male,44,3,3,Manager,2,Single,4806,3150,3,Y,No,11,3,2,80,0,17,2,3,6,2,2,4
47,Yes,Travel_Frequently,111,Sales,12,2,Life Sciences,1,203,2,Male,65,3,1,Manager,4,Married,1122,21291,6,Y,No,11,3,4,80,1,31,1,4,2,1,0,0
47,No,Travel_Rarely,526,Research & Development,12,3,Technical Degree,1,204,2,Female,90,3,5,Manufacturing Director,3,Married,20000,8925,7,Y,No,11,3,2,80,1,31,3,4,23,9,4,3
24,Yes,Travel_Rarely,594,Sales,6,3,Life Sciences,1,205,3,Male,30,3,2,Manager,3,Single,3258,6689,2,Y,Yes,16,3,3,80,1,6,2,3,4,2,1,1
28,Yes,Non-Travel,855,Research & Development,29,1,Other,1,206,4,Male,34,2,1,Manufacturing Director,4,Single,2337,19885,1,Y,No,16,3,3,80,1,7,6,2,1,0,0,0
42,No,Travel_Rarely,1105,Research & Development,1,1,Medical,1,207,3,Female,74,2,3,Healthcare Representative,3,Single,8255,23803,2,Y,Yes,11,3,4,80,0,9,1,1,3,2,0,2
42,No,Travel_Rarely,1261,Research & Development,4,1,Technical Degree,1,208,3,Male,85,1,1,Laboratory Technician,1,Single,2064,21886,2,Y,No,12,3,3,80,1,10,2,3,2,0,0,0
42,No,Non-Travel,1106,Research & Development,3,3,Medical,1,209,4,Male,96,1,4,Manufacturing Director,2,Married,8638,24385,3,Y,No,17,3,4,80,3,15,2,2,5,1,2,2
65,No,Travel_Rarely,1296,Research & Development,8,2,Medical,1,210,2,Male,58,2,3,Healthcare Representative,1,Divorced,9482,24480,9,Y,No,11,3,3,80,2,45,0,3,25,3,8,6
42,Yes,Travel_Rarely,1332,Research & Development,5,1,Technical Degree,1,211,4,Male,45,2,3,Research Scientist,1,Married,4934,25738,4,Y,Yes,12,4,4,80,0,16,2,2,5,2,1,3
48,Yes,Travel_Frequently,996,Research & Development,6,1,Technical Degree,1,212,3,Male,92,2,2,Manager,1,Married,6817,21508,7,Y,No,12,3,3,80,0,26,3,4,6,0,1,1
46,No,Travel_Rarely,491,Research & Development,1,1,Medical,1,213,4,Male,30,3,3,Manager,2,Married,11184,15388,4,Y,Yes,11,3,4,80,3,25,0,3,6,4,1,1
43,No,Travel_Rarely,680,Research & Development,7,1,Technical Degree,1,214,1,Male,67,1,3,Research Director,1,Married,10096,14305,3,Y,No,14,3,3,80,1,22,0,3,8,4,1,2
34,No,Non-Travel,349,Research & Development,1,1,Life Sciences,1,215,2,Female,91,3,1,Research Scientist,3,Married,2747,5109,2,Y,Yes,11,3,3,80,0,9,3,3,1,0,0,0
44,No,Travel_Rarely,291,Research & Development,8,3,Other,1,216,4,Male,91,3,3,Laboratory Technician,1,Married,8540,9385,7,Y,No,11,3,3,80,2,25,2,4,12,3,8,9
30,Yes,Travel_Frequently,994,Research & Development,2,2,Medical,1,217,2,Female,49,3,2,Research Scientist,3,Single,2962,13943,2,Y,No,11,3,2,80,1,10,4,3,3,1,0,2
35,No,Travel_Rarely,1480,Research & Development,10,2,Medical,1,218,4,Male,32,3,1,Manager,4,Married,2914,19567,0,Y,No,14,3,2,80,1,1,3,2,0,0,0,0
32,Yes,Travel_Rarely,643,Research & Development,4,1,Technical Degree,1,219,2,Male,85,4,2,Manufacturing Director,1,Married,2882,13087,1,Y,No,11,4,2,80,0,5,3,1,2,0,0,0
38,Yes,Travel_Frequently,118,Research & Development,29,3,Medical,1,220,4,Female,30,2,3,Research Scientist,3,Single,7312,9989,5,Y,Yes,11,3,3,80,0,17,4,3,8,1,0,2
59,No,Travel_Rarely,238,Research & Development,1,2,Medical,1,221,2,Male,54,2,4,Research Scientist,2,Single,11534,26223,7,Y,No,11,3,3,80,1,40,2,2,14,5,2,8
19,No,Travel_Rarely,891,Sales,8,2,Life Sciences,1,222,4,Male,71,2,2,Manager,2,Single,2598,19583,0,Y,No,18,3,4,80,3,0,4,1,0,0,0,0
44,No,Travel_Rarely,872,Research & Development,5,4,Technical Degree,1,223,3,Male,70,3,3,Research Scientist,3,Married,6469,24563,3,Y,No,15,3,4,80,1,17,3,4,4,2,1,3
22,Yes,Travel_Rarely,453,Research & Development,4,2,Other,1,224,1,Female,40,3,1,Manufacturing Director,4,Married,4876,11839,1,Y,No,11,3,2,80,3,6,5,2,0,0,0,0
33,No,Travel_Rarely,315,Sales,8,4,Marketing,1,225,3,Male,49,1,4,Manager,1,Single,5644,18601,6,Y,Yes,15,3,3,80,0,10,4,4,5,2,2,2
47,No,Travel_Rarely,1112,Research & Development,11,1,Life Sciences,1,226,4,Male,52,3,3,Laboratory Technician,4,Single,6994,19271,4,Y,No,15,3,1,80,0,23,1,1,15,2,5,5
38,No,Travel_Frequently,334,Human Resources,10,2,Human Resources,1,227,2,Male,78,3,1,Manager,3,Single,2150,8348,4,Y,No,11,3,4,80,1,21,5,4,10,6,3,8
27,No,Travel_Frequently,1412,Research & Development,24,1,Other,1,228,4,Female,56,2,1,Laboratory Technician,4,Divorced,2854,15382,4,Y,No,11,3,2,80,1,0,1,1,0,0,0,0
30,No,Travel_Rarely,407,Sales,6,2,Marketing,1,229,2,Male,90,4,1,Sales Executive,4,Single,2411,10198,3,Y,No,13,3,4,80,1,12,0,3,1,0,0,0
43,Yes,Travel_Rarely,1485,Research & Development,7,2,Life Sciences,1,230,3,Male,70,2,1,Healthcare Representative,4,Single,3067,12347,3,Y,No,11,3,4,80,0,9,6,3,2,0,1,1
30,No,Travel_Rarely,416,Sales,18,1,Technical Degree,1,231,3,Male,81,3,1,Manager,4,Married,2906,10865,5,Y,Yes,11,3,3,80,2,11,1,2,4,1,0,2
39,No,Travel_Frequently,1344,Sales,1,4,Other,1,232,1,Female,50,3,4,Manager,3,Single,12128,8313,3,Y,No,11,4,3,80,0,23,3,2,4,2,0,2
37,No,Travel_Rarely,1416,Sales,1,1,Medical,1,233,1,Male,78,3,2,Manager,3,Married,6429,12095,6,Y,Yes,11,3,1,80,2,21,4,4,6,1,0,2
31,No,Travel_Rarely,290,Research & Development,8,1,Life Sciences,1,234,2,Male,82,3,1,Manager,3,Single,2101,25007,2,Y,No,11,3,1,80,1,9,0,3,6,3,1,3
57,No,Travel_Rarely,1355,Research & Development,17,3,Technical Degree,1,235,1,Female,64,1,4,Manufacturing Director,4,Divorced,16241,21105,7,Y,No,11,3,4,80,0,35,4,4,23,4,8,3
43,No,Travel_Rarely,494,Sales,1,3,Other,1,236,2,Male,50,3,2,Sales Representative,3,Divorced,6711,21859,3,Y,No,16,3,3,80,1,22,2,2,8,6,1,3
18,Yes,Travel_Frequently,284,Research & Development,10,1,Other,1,237,3,Female,81,3,1,Laboratory Technician,3,Married,1009,16488,1,Y,No,13,3,4,80,1,0,1,3,0,0,0,0
39,No,Travel_Rarely,141,Sales,10,3,Life Sciences,1,238,3,Female,42,2,4,Sales Representative,3,Married,9595,13427,5,Y,Yes,12,4,1,80,0,23,1,3,2,0,0,0
31,Yes,Travel_Frequently,1309,Sales,6,1,Other,1,239,2,Female,62,3,2,Manager,3,Married,2369,14498,3,Y,No,13,3,2,80,0,12,4,3,7,5,2,0
45,Yes,Travel_Rarely,1318,Research & Development,1,2,Other,1,240,2,Male,93,3,2,Manager,1,Divorced,2706,10010,5,Y,No,12,3,3,80,3,20,2,4,11,2,2,7
29,No,Travel_Frequently,512,Research & Development,8,2,Medical,1,241,2,Male,96,3,2,Research Director,3,Married,2092,21922,3,Y,No,16,3,4,80,1,5,3,4,1,0,0,0
36,No,Travel_Frequently,1005,Research & Development,1,3,Medical,1,242,4,Male,31,3,3,Manager,3,Single,10354,6717,2,Y,No,11,4,3,80,3,15,2,4,5,2,1,2
42,No,Non-Travel,504,Sales,25,2,Technical Degree,1,243,4,Female,41,3,2,Sales Representative,2,Single,3379,20112,4,Y,Yes,20,3,2,80,3,16,1,4,2,0,0,1
45,Yes,Travel_Frequently,474,Sales,2,2,Other,1,244,3,Female,91,3,2,Sales Representative,3,Single,3345,17810,2,Y,No,11,3,4,80,2,10,3,2,1,0,0,0
26,No,Travel_Frequently,123,Research & Development,2,2,Life Sciences,1,245,4,Male,59,3,1,Manager,1,Married,2747,6006,0,Y,No,13,3,4,80,0,0,4,4,0,0,0,0
34,No,Travel_Frequently,768,Human Resources,9,1,Other,1,246,4,Female,44,1,1,Manager,2,Single,3942,8301,5,Y,No,14,4,2,80,0,18,1,4,1,0,0,0
32,No,Travel_Frequently,1380,Sales,14,1,Life Sciences,1,247,2,Female,82,3,1,Sales Representative,3,Married,4634,23067,1,Y,No,11,3,4,80,2,0,2,3,0,0,0,0
31,No,Travel_Rarely,960,Research & Development,2,1,Other,1,248,4,Male,71,2,2,Healthcare Representative,4,Married,3341,26200,4,Y,No,11,4,2,80,3,15,2,2,7,5,1,4
54,No,Non-Travel,1126,Research & Development,6,1,Medical,1,249,3,Male,87,3,2,Healthcare Representative,3,Divorced,3285,8962,6,Y,Yes,17,4,4,80,0,22,2,4,1,0,0,0
41,No,Travel_Rarely,799,Research & Development,4,1,Other,1,250,2,Male,90,3,2,Research Scientist,2,Married,4545,21555,3,Y,No,11,3,2,80,0,14,4,3,11,6,4,5
25,Yes,Travel_Rarely,372,Sales,9,2,Other,1,251,3,Male,84,3,1,Sales Executive,2,Married,3125,20386,1,Y,No,11,4,2,80,0,3,0,1,1,0,0,0
46,No,Travel_Rarely,303,Research & Development,11,1,Life Sciences,1,252,3,Female,77,4,3,Research Scientist,3,Married,7820,17400,5,Y,No,11,3,2,80,0,27,1,4,14,2,8,6
57,No,Non-Travel,346,Sales,2,4,Technical Degree,1,253,3,Female,81,4,4,Manager,2,Divorced,14467,18267,4,Y,No,11,4,3,80,1,28,5,4,15,6,8,9
47,No,Travel_Rarely,910,Research & Development,29,1,Medical,1,254,1,Male,86,2,2,Manager,4,Single,3957,21387,5,Y,No,11,3,2,80,0,31,4,4,5,2,0,1
23,No,Travel_Rarely,913,Sales,1,1,Life Sciences,1,255,2,Male,70,4,2,Sales Executive,2,Single,4578,2766,2,Y,No,11,3,3,80,1,7,3,3,0,0,0,0
32,No,Travel_Rarely,476,Research & Development,14,2,Other,1,256,4,Male,37,4,1,Laboratory Technician,1,Married,3385,18546,5,Y,No,16,3,4,80,2,16,2,3,10,6,5,3
49,Yes,Travel_Rarely,1081,Research & Development,7,3,Medical,1,257,4,Female,35,2,4,Manufacturing Director,4,Married,8665,12588,7,Y,No,11,3,3,80,2,25,2,2,8,4,2,1
30,No,Travel_Rarely,962,Sales,1,4,Medical,1,258,3,Female,87,1,1,Sales Representative,3,Married,3918,12601,1,Y,No,12,3,4,80,1,4,2,3,2,0,0,0
41,No,Travel_Rarely,764,Research & Development,14,1,Life Sciences,1,259,1,Male,40,3,2,Manager,4,Married,2978,14227,5,Y,Yes,12,3,3,80,2,25,3,4,16,7,1,7
44,No,Travel_Rarely,470,Sales,19,1,Life Sciences,1,260,4,Male,51,2,2,Sales Executive,2,Single,5443,12671,6,Y,No,11,3,1,80,0,28,3,4,12,3,5,10
28,No,Travel_Frequently,1286,Research & Development,3,4,Life Sciences,1,261,4,Male,89,3,3,Manager,1,Single,5445,11630,1,Y,No,12,4,1,80,1,3,3,3,1,0,0,0
36,No,Travel_Rarely,153,Research & Development,3,1,Other,1,262,3,Male,63,1,1,Research Scientist,2,Divorced,2449,19942,3,Y,No,11,3,4,80,2,15,1,1,3,0,1,1
18,No,Travel_Frequently,391,Research & Development,3,2,Medical,1,263,4,Female,41,2,1,Laboratory Technician,3,Single,3260,7230,1,Y,No,18,3,3,80,2,1,3,3,0,0,0,0
27,No,Travel_Rarely,1258,Human Resources,1,1,Life Sciences,1,264,3,Male,79,4,1,Manager,1,Married,4985,15638,4,Y,No,11,3,3,80,1,10,2,2,5,2,2,4
35,No,Travel_Rarely,1260,Research & Development,9,1,Medical,1,265,2,Male,45,2,1,Manager,1,Divorced,2158,9635,1,Y,Yes,11,3,3,80,0,5,1,4,2,1,0,1
25,No,Travel_Rarely,719,Research & Development,4,1,Medical,1,266,3,Male,77,4,1,Healthcare Representative,3,Single,3560,3007,7,Y,No,11,3,3,80,1,8,4,3,3,1,0,1
53,No,Travel_Frequently,629,Research & Development,7,4,Medical,1,267,3,Male,92,2,4,Healthcare Representative,3,Single,13945,12776,7,Y,No,15,3,4,80,1,33,2,3,18,14,9,7
23,No,Travel_Rarely,1354,Sales,18,1,Medical,1,268,4,Male,50,4,1,Sales Representative,4,Married,2042,3335,0,Y,No,11,3,3,80,0,0,1,3,0,0,0,0
33,Yes,Travel_Rarely,891,Research & Development,10,1,Medical,1,269,2,Male,83,2,1,Laboratory Technician,4,Married,3648,3714,2,Y,Yes,15,3,4,80,1,4,4,4,0,0,0,0
38,Yes,Travel_Rarely,709,Sales,14,2,Life Sciences,1,270,2,Female,91,2,2,Sales Executive,3,Single,3048,23246,4,Y,Yes,11,3,4,80,1,14,3,2,9,5,0,4
51,No,Travel_Rarely,941,Research & Development,10,3,Life Sciences,1,271,2,Male,49,1,3,Research Director,3,Single,9053,17100,3,Y,Yes,12,3,1,80,1,21,1,2,3,2,0,2
23,No,Travel_Rarely,1031,Research & Development,9,3,Other,1,272,3,Male,60,3,1,Manufacturing Director,2,Single,3074,21655,3,Y,No,12,4,2,80,2,4,3,2,2,1,0,0
48,No,Travel_Rarely,1156,Sales,4,2,Other,1,273,3,Male,91,2,3,Sales Executive,3,Single,10351,10411,5,Y,No,19,4,4,80,1,24,3,3,11,5,3,8
37,No,Travel_Rarely,1446,Research & Development,1,1,Technical Degree,1,274,3,Female,55,3,4,Research Scientist,4,Single,15631,26755,2,Y,No,11,3,2,80,0,10,0,2,2,0,0,1
28,No,Non-Travel,221,Research & Development,20,1,Medical,1,275,2,Male,58,4,2,Research Scientist,4,Married,5435,15435,2,Y,Yes,12,3,3,80,3,12,3,4,8,5,2,2
41,Yes,Non-Travel,968,Research & Development,1,1,Other,1,276,3,Female,88,2,1,Research Scientist,2,Single,2616,6593,2,Y,Yes,11,3,2,80,0,11,2,2,3,1,0,1
39,No,Travel_Rarely,958,Sales,1,3,Other,1,277,2,Male,34,1,3,Sales Representative,2,Married,10694,18310,3,Y,No,13,3,1,80,3,16,3,2,8,3,1,3
31,No,Travel_Rarely,120,Sales,5,1,Life Sciences,1,278,4,Male,32,2,1,Sales Executive,3,Single,4253,23155,3,Y,No,11,4,4,80,2,8,2,3,4,1,1,2
38,No,Non-Travel,1258,Research & Development,11,4,Technical Degree,1,279,4,Male,58,3,3,Manager,2,Married,11510,14289,4,Y,No,11,3,3,80,2,20,2,4,5,3,1,1
33,No,Travel_Rarely,838,Research & Development,1,2,Life Sciences,1,280,2,Female,41,3,3,Healthcare Representative,2,Married,3035,13355,6,Y,No,11,3,3,80,0,17,3,3,11,5,1,6
38,No,Travel_Frequently,1285,Sales,12,3,Marketing,1,281,3,Male,43,3,3,Sales Executive,3,Divorced,6202,4113,3,Y,No,16,3,2,80,0,14,2,3,6,4,2,1
43,No,Travel_Rarely,475,Research & Development,29,4,Medical,1,282,2,Male,36,3,2,Manufacturing Director,3,Single,4549,23151,3,Y,No,20,3,3,80,0,13,3,1,2,0,0,0
52,No,Travel_Rarely,784,Research & Development,1,1,Medical,1,283,2,Male,61,3,3,Laboratory Technician,3,Single,8159,11900,3,Y,No,11,3,1,80,1,22,6,3,8,1,3,1
25,No,Travel_Rarely,567,Research & Development,10,1,Life Sciences,1,284,4,Male,65,3,1,Healthcare Representative,3,Divorced,1009,6775,2,Y,No,11,3,4,80,1,4,4,3,0,0,0,0
57,No,Travel_Rarely,1358,Research & Development,10,2,Technical Degree,1,285,3,Male,71,2,5,Healthcare Representative,3,Divorced,10858,17166,7,Y,No,11,3,4,80,3,41,3,3,5,3,4,3
